gender,ug_degree,ug_specialization,interests,skills,cgpa,has_certification,certification_details,is_working,job_title,masters_field,cgpa_normalized
Male,MCA,Computer Application,Technology,Programming Language skills;Critical Thinking;Leadership,62.0,1,"Manual Testing, Selenium ",1,Qa Analyst,Master of Computer Application,62.0
Male,B.TECH,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,76.0,1,PHP;HTML,1,Web Developer,None,76.0
Female,BCA,Java,Information Technology,Communication skills;Writing skills;C++,86.0,0,No,1,Data Entry,None,86.0
Female,B.SC,Physics,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,68.4,0,No,0,Sales,Physics,68.4
Male,B.TECH,Electronics And Communication Engineering,"Research, Technology","Python, SQL",74.1,1,Core and Advance python,1,Devops Engineer,Masters in Data Science,74.1
Female,B.TECH,Electronics And Communication,Data analytics;Social media marketing,Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Problem Solving skills;Writing skills;Presentation Skills;Good communication skills,68.21,1,Project Management,1,Key Account Manager,Yes. PGDM in Operations & Analytics,68.21
Male,B.TECH,Civil,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",79.42,1,BIM for Construction Management and Planning,1,Civil & Structural Engineer,Masters in Construction Management,79.42
Male,B.TECH,Mechanical Engineering,Data science and Artificial intelligence,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",63.9,1,Certification of completion data science using python and R,1,Mechanical Engineer,Post graduation in mechanical design and professional data science,63.9
Female,B.TECH,B.E Complete,Sales/Marketing;Understand human body;Web Designing;Govt. Job;Gardening;Design,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills;C++;Presentation Skills;Programming Language C,75.0,0,No,0,Unemployed/Student,None,75.0
Male,BE,Electronics And Communication Engineering,Technology;Data analytics;Data scientist;All fields related to Data science.,Programming Language skills;Machine Learning skills;Linux;Python;Artificial Intelligence;SQL,80.75,1,No,1,Unemployed/Student,None,80.75
Male,B.TECH,Engineering,"News Coverage, Technology","Critical Thinking, Analytic Thinking, Gathering Informing, Negotiation Skills, Work under Pressure, Team work, Excel, Logical Skills, Problem Solving skills",82.46,0,No,0,Unemployed/Student,None,82.46
Female,BE,Computer Science Engineering,Technology;Content Writing;Web development,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills,65.0,0,No,1,Associate Consultant,None,65.0
Male,B.TECH,Mechanical Engineering,Web Designing,Communication skills;Leadership;Problem Solving skills;Java,76.38,0,No,0,Unemployed/Student,None,76.38
Male,BE,Mechanical Engineering,Technology;Data scientist;Web development,Programming Language skills;Communication skills;SQL;Java,75.39,0,No,1,Trainee,None,75.39
Male,B.TECH,History,Trading,"Java, Programming",72.2,0,autocad,1,Java Developer,Masters in Data Science,72.2
Male,B.TECH,Computer Science Engineering,Technology;Trading;Data scientist,Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Communication skills;Problem Solving skills;SQL,66.595,0,No,0,Unemployed/Student,None,66.595
Male,B.TECH,Electronics And Communication Engineering,Technology,Programming Language skills;Critical Thinking;Communication skills;Problem Solving skills;Risk management skills;C++;Presentation Skills;Linux;Cloud Computing,76.095,1,AWS Solution Architect,1,Assistant System Engineer (Tcs),None,76.095
Female,BBA,Physics,Teaching,Civil & Criminal Law,66.5,0,No,0,Unemployed/Student,Masters in Arts & Literature,66.5
Male,BE,Automobile Engineering,Research;Teaching;Technology;Understand human behaviour;Understand human body;Data analytics;Game industry;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python,60.0,1,"Data SCience and Machine Learning in 360DigiTMG, Data Visulization in Tableau. ",1,Sr. Executive In Data Management.,None,60.0
Male,B.SC,Computer Science,Technology;Web Designing;Data analytics;Digital marketing;Data scientist;Web development;Social media marketing,Active Listening;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Linux;Python;SQL,81.7,1,"Html,css3, javascript,python",0,Unemployed/Student,None,81.7
Female,B.COM,Accounts,Financial Analysis;Understand human behaviour;Content Writing;Data analytics;Data scientist,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,57.0,0,No,0,Unemployed/Student,MBA(FINANCE),57.0
Male,B.E,Automobile Engineering,Technology,"Java, SQL, Programming, Communication Skills, Team work, Presentation Skills",77.615,0,No,1,Automation In Java Lang,None,77.615
Male,B.E,Information Technology,"Research, Social Justice, Understand Human Body","Writing, Reading",73.625,0,No,0,Mechanical Engineer,Masters in Data Science,73.625
Male,B.TECH,Electrical And Electronics Engineering,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",66.5,1,"JAVA, DATA SCIENCE ",1,Back End Developer,Masters in Business Administration,66.5
Male,B.TECH,Computer Science Engineering,Mobile App Development,PHP;Programming Language C;Javascript,83.6,1,Android Development,1,Mobile Application Developer,None,83.6
Male,B.SC,Zbc,Govt. Job,Artistic/Creative Skills;Leadership;Content creation,60.0,0,No,0,Unemployed/Student,None,60.0
Female,BA,English,Information Technology,Programming Language skills,71.25,0,No,0,Unemployed/Student,Master in English,71.25
Female,BCA,Computer Applications,Teaching;Technology;Web Designing;Content Writing,Active Listening;Programming Language skills;Gathering Information;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );C++;SQL;Content creation;Medical knowledge;Java;Cloud Computing,76.0,1,"C, cpp, java",0,Unemployed/Student,MCA,76.0
Female,B.PHARMACY,Zoology,Understand Human Body,Excel,73.0,1,No,0,Doctor,B pharmacy,73.0
Male,BE,Mechanical,Service,Accounting Skills;Active Listening;Hardware skills;Sales;Social Media Marketing;HR,59.09,0,No,1,Service Advisor,None,59.09
Male,BE,Mechanical Engineering,Technology,Critical Thinking;Communication skills;SAP,75.0,1,SAP MM ,1,Production Engineer,None,75.0
Male,B.COM,Costing,Financial Analysis,Accounting Skills;Finance related skills,65.0,0,No,1,Asst Finance Manager,M. Com,65.0
Male,BE,Automobile Engineering,"Sales/Marketing, Entrepreneurship","Python, People Management, Communication Skills, Work under Pressure, Leadership, Creativity Skills, Team work",83.125,0,No,1,Digital/Social Media Marketer,None,83.125
Female,B.COM,Commerce,Home interior design,Artistic/Creative Skills,75.0,0,No,0,Unemployed/Student,None,75.0
Male,BE,Automobile Engineering,Industires;Machine Learning;Automotive Textile machineryâ€™s,Technical machine fitter,58.9,0,No,0,Unemployed/Student,Automobile engineering,58.9
Male,BE,Electrical And Electronics Engineering,Govt. Job,Python,73.72,1,Programming language,1,Cis,None,73.72
Female,B.TECH,Electronics & Telecommunications,"All fields related to Data science,Machine Learning",C#;.NET Framework;Python ;C ;Transact-SQL (T-SQL),85.5,1,Algorithmic Toolbox,1,Programmer Analyst,None,85.5
Male,B.TECH,Electrical And Electronics Engineering,Data Analytics,NO,76.0,0,No,1,Assistant System Engineer Trainee,None,76.0
Male,B.COM,Commerce,Financial Analysis,"Accounting Skills, Critical Thinking, Analytic Thinking, Business Knowledge, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting",76.95,1,Six sigma Black belt ,1,Operations Management,None,76.95
Male,B.TECH,Programming,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",70.3,0,No,1,Sql Developer,Masters in Business Analytics,70.3
Male,BBA,Civil Engineering,Financial Analysis;Sales/Marketing;Data analytics,Accounting Skills;Communication skills;Negotiation skills;Editing;Wealth Management;Presentation Skills,72.0,0,No,0,Unemployed/Student,MBA,72.0
Male,B.TECH,Finance,Technology,"ML, Python, SQL",68.4,0,No,0,Unemployed/Student,Masters in Computer Science,68.4
Male,B.E,Computer Science Engineering,"Take risk for Profits, Technology, Trading, Entrepreneurship","Active Listening, Analytic Thinking, Business Knowledge, Work under Pressure, Team work, Presentation Skills, Writing, Observation Skills, Risk Managing, Reading, Subject Knowledge",74.1,1,NPTEL,0,Front End Developer,None,74.1
Male,B.TECH,Automobile Engineering,Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL,79.8,1,Data Vizualization,1,Data Analyst,None,79.8
Female,BCA,Information Technology,Data scientist,Programming Language skills;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL;Good communication skills,70.0,1,Board infinity data science,0,Unemployed/Student,None,70.0
Female,B.TECH,Computer Applications,Digital marketing;Data scientist;Social media marketing,Programming Language skills;People management;Designing skills;Social Media Marketing;Interpersonal skills;Good communication skills,33.25,0,No,1,Software Engineer,None,33.25
Female,B.SC,Statistics,Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,87.0,1,"Data science using Python and R, data visualization using Tableau, deep learning and artificial intelligence",0,Unemployed/Student,None,87.0
Female,B.TECH,Computer Science,Technology;Data analytics;Data scientist;All fields related to Data science.,Critical Thinking;Communication skills;Negotiation skills;Python;Good communication skills,85.0,1,ISO 14001,0,Unemployed/Student,M.Tech in Environmental science and technology,85.0
Male,BCA,Biotechnalogy,Sales/Marketing;Trading;Retailer;Market reserach;Construction Manegement;Excel,Business Knowledge;Product knowledge;Problem Solving skills;Risk management skills;Sales;Client management,70.0,0,No,1,"Listing, Marketting , Stocking And Selling",None,70.0
Male,B.TECH,"Computer ( Languages Like  .. C, C++ ,  Java,  C# )",Cloud computing,Java Enterprise Edition;Hibernate;Zuul API Gateway;Spring Cloud;Apache ZooKeeper;Amazon EC2;Zoho;Oracle CRM;Spring Boot;Spring MVC;Docker;Apache Drill;Angular,81.7,1,"
Sun Certified Java Programmer ",1,Aws Architect,None,81.7
Female,B.COM,Computer Science Engineering,Financial Analysis,"Accounting Skills, Business Knowledge, Negotiation Skills, Work under Pressure, Interpersonal Skills",75.0,1,Ipcc group 1,0,Articleship,None,75.0
Male,B.TECH,Commerce,Technology,"Python, Java",65.55,0,No,0,Java Developer,Masters in Banking & Financial Institutions,65.55
Female,DOCTOR,Electronics And Communication Engineering,Understand human body,Writing skills;Medical knowledge,89.0,0,No,1,Dental Surgeon,None,89.0
Male,B.TECH,Dental Surgeon,Hardware,Altium Designer;Printed Circuit Board (PCB) Design;NI LabVIEW; Digital electronics semiconductors;Arduino;Xilinx Vivado;Verilog;KiCAD;NI Multisim;Eagle PCB;Electronic Circuit Design;Altium CircuitMaker;Internet of Things (IoT);Electronics Hardware Design;OrCAD Capture CIS;OrCAD,76.95,1,Electronics and Hardware Design;USB 2.0,1,Hardware Pcb Design Engineer,None,76.95
Male,B.SC,Electronics And Communication Engineering,Understand human body;Govt. Job,Medical knowledge;Hospitality,65.0,0,No,0,Unemployed/Student,None,65.0
Male,B.TECH,Biology,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;SQL,52.87,0,No,1,Unemployed/Student,None,52.87
Female,BA,Electronics And Communication Engineering,Understand human behaviour;Social causes,HR;Good communication skills,70.0,0,No,1,Hr Executive,MBA,70.0
Male,BE,Irpm,Research,Accounting Skills;Active Listening;Hardware skills;Critical Thinking;People management;Communication skills;Leadership;Designing skills;Writing skills,63.27,1,"Auto cad, solid works",0,Production Field,None,63.27
Male,BE,Mathematics,Production Supervisor,People management;Leadership;Problem Solving skills,64.125,0,No,1,Production Supervisor,None,64.125
Male,B.TECH,Mechanical Engineering,Technology;Trading;Data analytics;Data scientist,Programming Language skills;Analytical Skills;C++;Python;SQL;Java,57.0,1,Data science and artificial int,0,Unemployed/Student,None,57.0
Male,B.TECH,Computer Science Engineering,"Financial Analysis, Research, Technology, Understand Human Behaviour, Understand Human Body","AI, ML, Critical Thinking, Analytic Thinking, Civil & Criminal Law, Work under Pressure, Leadership, Problem Solving skills",78.85,0,No,0,Unemployed/Student,Masters in Arts & Literature,78.85
Male,B.SC,Computer Science Engineering,Technology,"Python, Programming, Communication Skills, Leadership, C++, Writing, Observation Skills",77.995,0,No,0,Computer Software Engineer,Masters in Computer Science,77.995
Male,B.TECH,Computer Science Engineering,Cyber Secuirty,IBM QRadar;OWASP;Ethical Hacking;Threat & Vulnerability Management;Splunk;Vulnerability Scanning;Malware Analysis;Tenable Nessus;ePolicy Orchestrator;Metasploit;Burp Suite;Security Information and Event Management (SIEM);,75.905,1,Offsenive Bug Bounty Hunter 2.0 ;Ethical Hacking: Trojans and Backdoors,1,Cyber Security Analyst,None,75.905
Male,B.A.F,Electronics & Telecommunications,Financial Analysis,"Accounting Skills, Active Listening, Cost Accounting, Market Study, Excel, Logical Skills, Problem Solving skills, Writing, Sales, Building Rapport",75.05,0,No,1,Account Assistant,Masters in Accounting,75.05
Male,B.TECH,Accountancy,Sales/Marketing;Digital marketing,Active Listening;Critical Thinking;Business Knowledge;Content creation,68.875,0,No,0,Unemployed/Student,None,68.875
Male,B.TECH,Mechanical Engineering,Data analytics;Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence,68.3,1,Data science AI ML,1,Python Instructor,Masters of Technology,68.3
Male,B.TECH,Electronics And Communication Engineering,News Coverage;Technology,Gathering Information;Business Knowledge;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Negotiation skills;Mass Communication;Leadership,72.0,1,Journalism ,1,Crime Reporter,None,72.0
Female,M.A,Mathematics,Teaching,"Critical Thinking, Artistic skills, Communication Skills, Editing, Interpersonal Skills, Reporting, Reading, Subject Knowledge",83.0,1,"PGDBM , Psychotherapy and Counselling",1,Teacher,MA Psychology,83.0
Male,B.COM,Psychology,Trading,Team work,57.95,0,No,0,Stock Trader,Masters in Accounting,57.95
Male,BBA,Accountancy,"News Coverage, Social Justice","Python, Gathering Informing, Business Knowledge",95.0,0,No,0,Mechanical Engineer,Masters in Psychology,95.0
Male,B.TECH,Communication & Political Science,Data Analytics,NO,85.5,0,No,1,Software Developer Executive,None,85.5
Male,B.TECH,Computer Science Engineering,Research,"Editing, Writing, Observation Skills, Reading",65.0,0,No,1,Unemployed/Student,Masters in Science,65.0
Male,B.TECH,History,Research,"Editing, Writing, Observation Skills, Reading",65.0,0,No,1,Unemployed/Student,Masters in Science,65.0
Male,B.TECH,History,Software Job,NO,74.1,0,No,1,Graduatee Engineer,None,74.1
Female,B.SC,Electrical And Electronics Engineering,"Teaching, Entrepreneurship","Active Listening, Communication Skills, Leadership, Creativity Skills, Presentation Skills, Problem Solving skills, Writing, Tableau, Reading, Subject Knowledge",84.645,1,Data science ,0,Unemployed/Student,Masters in Computer Science,84.645
Female,B.SC,Computer Science Engineering,Research;Game industry;Data scientist,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence;Good communication skills,82.65,1,Data science ,0,Unemployed/Student,MSc in Statistics,82.65
Male,BE,Statistics,Teaching;Web Designing;Data analytics;Govt. Job;Data scientist;All fields related to Data science.;SAP Consultant in MM;Information Technology;Machine Learning;Automotive Textile machineryâ€™s,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Machine Learning skills;Wealth Management;Presentation Skills;SAP,72.0,0,No,0,Unemployed/Student,None,72.0
Female,B.SC,Mathematics,Govt. Job,Accounting Skills;Programming Language skills;Editing;Writing skills;Python;HR;Good communication skills,63.365,1,Data science ,1,Senior Assistant Delivery Coordinator,None,63.365
Male,BCA,Mathematics,Information Technology,SQL;Java;Javascript,69.92,1,Java developer ,1,Programmer,None,69.92
Male,B.TECH,Computer Applications,Research;Data analytics;Data scientist,Active Listening;Designing skills;Python,67.0,1,From ibm machine learning with python,1,Modeler,None,67.0
Male,BE,Mechanical Engineering,News Coverage;Research;Social Justice;Technology;Trading;Understand human behaviour;Supply Chain Analysis;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing,Data Visualization skills( Power Bi/ Tableau );Python;SQL;Client management;Good communication skills,54.15,0,No,0,Ba,Master's in marketing and finance,54.15
Male,BE,Mechanical Engineering,Sales/Marketing;Technology;Supply Chain Analysis;Govt. Job;Market reserach;Infrastructure;Design,Accounting Skills;Finance related skills;People management;Civil & Criminal Law,67.4,1,"Mscit ,catia v5, autocad ,",1,Quality Engineer,MBA,67.4
Female,B.TECH,Mechanical Engineering,Financial Analysis,Business Analytics;Risk Analytics;SAS;Marketing Management;Market Research;Business Strategy;CommercialBanking;Portfolio Management;Supply Chain Management;Business Process Reengineering;Consumer Behaviour;Long-term Customer Relationships;Retail Marketing;Financial Accounting;credit risk modeling;Security Analysis;Working Capital Management;trategic Marketing;Investment Banking;Structured Finance,73.72,1,"
Chartered Banker",1,Investment Banking Analyst,Masters in Marketing and Finance,73.72
Male,BBA,Computer Science Engineering,"Financial Analysis;Sales/Marketing;Trading;Supply Chain Analysis;Data analytics;Industires;Blockchain;Salesforce Admin;Agriculture, services;Excel",Accounting Skills;Hardware skills;Critical Thinking;Analytical Skills;Finance related skills;People management;Product knowledge,95.0,0,No,0,Unemployed/Student,None,95.0
Male,B.TECH,Computer Software Engineer,Technology,"Critical Thinking, Analytic Thinking, Business Knowledge, SQL, Programming, Communication Skills, Work under Pressure, Editing, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Tableau, Building Rapport",82.175,0,No,1,Computer Software Engineer,None,82.175
Female,B.COM,Mechanical Engineering,Financial Analysis;News Coverage;Digital marketing,Accounting Skills;Active Listening;Business Knowledge;Leadership;HR,81.6,1,Tally pro,0,Unemployed/Student,None,81.6
Female,BA,Finance,Content Writing,Artistic/Creative Skills;Communication skills;Mass Communication;Writing skills;Content creation,66.5,0,No,1,Journalist,Masters in Mass Communications,66.5
Female,BACHELOR OF JOURNALISM,Arts,News Coverage;Understand human behaviour;Content Writing;Govt. Job;Social causes,Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Mass Communication;Editing;Writing skills;Content creation,75.0,1,No,1,Junior Sub Editor,Masters of journalism,75.0
Female,MASTER OF JOURNALISM,Journalism,News Coverage;Digital marketing,Active Listening;People management;Communication skills;Leadership;Editing;Social Media Marketing,71.25,0,No,1,Content Creator,Masters of journalism,71.25
Female,B.COM,Arts,Understand human behaviour,Active Listening;Business Knowledge;Communication skills;Product knowledge,66.0,1,"Adca  , Tally ",1,Project Coordinator,"MBA, Masters in Marketing",66.0
Female,M.SC,Accounts,Technology,Python,84.0,1,data science,0,Unemployed/Student,None,84.0
Male,B.TECH,Statistics,Technology,"AI, ML, Python, Java",73.15,0,No,1,Java Developer,Masters in Business Administration,73.15
Male,DIPLOMA,Electronics And Communication Engineering,Social media marketing;Design,Designing skills;Machine Learning skills;Social Media Marketing,81.0,0,No,1,Det,None,81.0
Male,B.TECH,Mechanical Engineering,Research;Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Python;SQL;Good communication skills,62.13,1,Electric vehicles and Hybrid electric vehicles ,0,Unemployed/Student,None,62.13
Male,BE,Mechanical Engineering,Sales/Marketing;Technology;Product Life cycle Management,People management;Leadership,65.55,0,No,1,Mechanical Supervisor,None,65.55
Male,BE,Mechanical Engineering,Supply Chain Analysis;Product Life cycle Management,Leadership;Product knowledge;Sales,63.175,0,No,1,Quality Engineer,None,63.175
Male,B.SC,Mechanical Engineering,Service,Accounting Skills;Active Listening;Hardware skills;Leadership;Problem Solving skills;Good communication skills,75.0,0,No,1,Unemployed/Student,None,75.0
Male,B.TECH,Chemistry,Construction,Civil & Criminal Law,70.0,0,No,1,Civil Engineer,Masters in Computer Science,70.0
Female,B.SC,Civil Engineering,Data analytics,Leadership;Machine Learning skills;Python;SQL;MATLAB,78.3,1,MS office and advance excel,0,Unemployed/Student,Masters in computer science,78.3
Male,MCA,Computer Science Engineering,Technology;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Editing;Problem Solving skills;Risk management skills;Python;SQL;Java;Good communication skills,72.2,1,Selenium testing Java,1,Test Analyst,Masters in Computer application (MCA),72.2
Male,B.TECH,Computers,News Coverage;Research;Technology;Trading;Understand human behaviour;Understand human body,Accounting Skills;Active Listening;Gathering Information;Analytical Skills;Negotiation skills;Mass Communication,80.75,0,No,1,Unemployed/Student,None,80.75
Male,B.COM,Mechanical Engineering,Financial Analysis;Research;Teaching;Understand human behaviour;Web Designing;Data analytics,Accounting Skills;Gathering Information;Artistic/Creative Skills;Editing;Linux,64.6,0,No,0,Unemployed/Student,Commerce,64.6
Male,B.TECH,Accountancy,Data analytics;Data scientist;Machine Learning;Excel,Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Client management;Good communication skills;Teaching;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);Programming Language C,76.0,0,No,1,Senior Pmo - Data Analyst,None,76.0
Male,BE,Mechanical Engineering,Teaching;Technology,Analytical Skills;Leadership;Social Media Marketing,71.155,0,No,1,Design Engineer,None,71.155
Male,B.E,Mechanical Engineering,"Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills",65.55,1,STAAD PRO ,1,Site Engineer,Masters in structural engineering,65.55
Female,BE,Engineering,Technology;Web Designing,Programming Language skills;Wealth Management;Python,70.3,0,No,1,Developer,None,70.3
Male,B.SC,Computer Science,Technology,"AI, Python",77.9,0,No,1,Computer Software Engineer,None,77.9
Male,BE,Mechanical Engineering,Supply Chain Analysis;Data analytics,Active Listening;People management;Leadership,71.25,0,No,1,Store Keeper,None,71.25
Male,MBA,Computer Science Engineering,Technology;Trading;Data analytics;Service,Business Knowledge;Product knowledge,60.0,0,No,0,Unemployed/Student,Master of Business Management,60.0
Male,BE,Management,Web Designing;Govt. Job;Web development,"Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS",69.0,0,Cad,1,Sales,None,69.0
Female,B.TECH,Mechanical,Research,Active Listening;Programming Language skills;Risk management skills;Writing skills;SQL;Java,85.5,0,No,1,Unemployed/Student,None,85.5
Female,B.TECH,Computer Science Engineering,Technology,Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java,62.0,0,No,1,Associate Consultant,None,62.0
Female,B.TECH,Computer Science Engineering,Technology,"Team work, Excel, Logical Skills, C++, Problem Solving skills, Writing",71.25,0,No,0,Unemployed/Student,None,71.25
Male,B.TECH,Information Technalogy,Technology;Industires;Information Technology,Hardware skills;PLC/SCADA/VLSI/DCS,85.69,1,PLC,1,Instrumentation And Control Engineer,None,85.69
Male,B.TECH,Instrumentation,Financial Analysis;Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java,62.7,1,Data Science,0,Unemployed/Student,None,62.7
Female,B.TECH,Electronics And Communication Engineering,"Technology,Teaching","Creativity Skills, Team work, Programming",68.4,1,Full Stack Developer Training,1,Java Full Stack Developer,Masters in Business Analytics,68.4
Male,B.TECH,Civil Engineering,Software engineer,"AI, ML, Python",74.1,0,No,0,Unemployed/Student,None,74.1
Male,B.PHARMACY,Java Programming & Website Designing,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist;Web development;Service;Infrastructure,"Accounting Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Medical knowledge;Java;Cloud Computing;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills",65.61,1,Type writting English  skills,1,Unemployed/Student,M PHARMACY,65.61
Male,B.TECH,Pharmacy,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",79.8,1,STAAD-Pro,1,Civil & Structural Engineer,None,79.8
Female,B.SC,Civil,Technology,Programming,62.0,0,I doing job ,1,Tele-Caller,Masters in Computer Science,62.0
Male,B.TECH,Computer Science Engineering,Web Designing;Web development,Javascript,95.0,1,No,1,Associate Consultant,None,95.0
Male,M.SC,Mathematics,Technology,Communication Skills,78.85,0,No,1,Chemist In Pharmaceutical,pharmaceutical,78.85
Male,BE,Chemistry,"Research, Teaching, Technology","Gathering Informing, Leadership, Market Study, Team work",83.6,0,No,1,Design Engineer,Masters in Automotive Technologies,83.6
Female,B.TECH,Automobile Engineering,"Financial Analysis, Teaching, Technology","Accounting Skills, Communication Skills, Editing, Excel, Presentation Skills, Writing, Reading, Subject Knowledge",70.0,0,No,0,Unemployed/Student,Masters in Mathematics,70.0
Male,BE,Mathematics,Entrepreneurship,"Programming, Logical Skills, Observation Skills",84.55,0,No,0,Back End Developer,None,84.55
Male,B.TECH,Automobile Engineering,"Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport",78.565,1,MS HTML-CSS Foundation Certificate,1,Java Developer,Masters in Science,78.565
Female,B.TECH,Computer Science Engineering,Data analytics;Data scientist;Social media marketing,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS,80.75,1,SQL,1,Software Engineer,None,80.75
Female,B.TECH,Information Technology,"Technology, Understand Human Behaviour","ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel",74.1,1,"Course on R, Python, React,React Native,javaScript,typeScript",1,Computer Software Engineer,Masters in Data Science,74.1
